"","Abarema.macradenium","Acacia.melanoceras","Acalypha.diversifolia","Acalypha.macrostachya","Adelia.triloba","Aegiphila.panamensis","Alchornea.costaricensis","Alchornea.latifolia","Allophylus.psilospermus","Alseis.blackiana","Amaioua.corymbosa","Anacardium.excelsum","Andira.inermis","Annona.spraguei","Apeiba.aspera","Apeiba.tibourbou","Aspidosperma.cruenta","Astrocaryum.standleyanum","Astronium.graveolens","Attalea.butyracea","Banara.guianensis","Beilschmiedia.pendula","Brosimum.alicastrum","Brosimum.guianense","Calophyllum.longifolium","Casearia.aculeata","Casearia.arborea","Casearia.commersoniana","Casearia.guianensis","Casearia.sylvestris","Cassipourea.elliptica","Cavanillesia.platanifolia","Cecropia.insignis","Cecropia.obtusifolia","Cedrela.odorata","Ceiba.pentandra","Celtis.schippii","Cespedezia.macrophylla","Chamguava.schippii","Chimarrhis.parviflora","Chlorophora.tinctoria","Chrysochlamys.eclipes","Chrysophyllum.argenteum","Chrysophyllum.cainito","Coccoloba.coronata","Coccoloba.manzanillensis","Cordia.alliodora","Cordia.bicolor","Cordia.lasiocalyx","Coussarea.curvigemmia","Croton.billbergianus","Cupania.cinerea","Cupania.latifolia","Cupania.rufescens","Cupania.sylvatica","Dendropanax.arboreus","Desmopsis.panamensis","Diospyros.artanthifolia","Dipteryx.panamensis","Drypetes.standleyi","Elaeis.oleifera","Enterolobium.schomburgkii","Erythrina.costaricensis","Erythroxylum.macrophyllum","Eugenia.coloradensis","Eugenia.galalonensis","Eugenia.nesiotica","Eugenia.oerstedeana","Faramea.occidentalis","Ficus.costaricana","Ficus.insipida","Ficus.maxima","Ficus.obtusifolia","Ficus.popenoei","Ficus.tonduzii","Ficus.trigonata","Ficus.yoponensis","Garcinia.intermedia","Garcinia.madruno","Genipa.americana","Guapira.standleyana","Guarea.fuzzy","Guarea.grandifolia","Guarea.guidonia","Guatteria.dumetorum","Guazuma.ulmifolia","Guettarda.foliacea","Gustavia.superba","Hampea.appendiculata","Hasseltia.floribunda","Heisteria.acuminata","Heisteria.concinna","Hirtella.americana","Hirtella.triandra","Hura.crepitans","Hyeronima.alchorneoides","Inga.acuminata","Inga.cocleensis","Inga.goldmanii","Inga.laurina","Inga.marginata","Inga.nobilis","Inga.oerstediana","Inga.pezizifera","Inga.punctata","Inga.ruiziana","Inga.sapindoides","Inga.spectabilis","Inga.umbellifera","Jacaranda.copaia","Lacistema.aggregatum","Lacmellea.panamensis","Laetia.procera","Laetia.thamnia","Lafoensia.punicifolia","Licania.hypoleuca","Licania.platypus","Lindackeria.laurina","Lonchocarpus.latifolius","Luehea.seemannii","Macrocnemum.roseum","Maquira.costaricana","Margaritaria.nobilis","Marila.laxiflora","Maytenus.schippii","Miconia.affinis","Miconia.argentea","Miconia.elata","Miconia.hondurensis","Mosannona.garwoodii","Myrcia.gatunensis","Myrospermum.frutescens","Nectandra.cissiflora","Nectandra.lineata","Nectandra.purpurea","Ochroma.pyramidale","Ocotea.cernua","Ocotea.oblonga","Ocotea.puberula","Ocotea.whitei","Oenocarpus.mapora","Ormosia.amazonica","Ormosia.coccinea","Ormosia.macrocalyx","Pachira.quinata","Pachira.sessilis","Perebea.xanthochyma","Phoebe.cinnamomifolia","Picramnia.latifolia","Piper.reticulatum","Platymiscium.pinnatum","Platypodium.elegans","Posoqueria.latifolia","Poulsenia.armata","Pourouma.bicolor","Pouteria.fossicola","Pouteria.reticulata","Pouteria.stipitata","Prioria.copaifera","Protium.costaricense","Protium.panamense","Protium.tenuifolium","Pseudobombax.septenatum","Psidium.friedrichsthalianum","Psychotria.grandis","Pterocarpus.rohrii","Quararibea.asterolepis","Quassia.amara","Randia.armata","Sapium.broadleaf","Sapium.glandulosum","Schizolobium.parahyba","Simarouba.amara","Siparuna.guianensis","Siparuna.pauciflora","Sloanea.terniflora","Socratea.exorrhiza","Solanum.hayesii","Sorocea.affinis","Spachea.membranacea","Spondias.mombin","Spondias.radlkoferi","Sterculia.apetala","Swartzia.simplex.var.grandiflora","Swartzia.simplex.var.ochnacea","Symphonia.globulifera","Tabebuia.guayacan","Tabebuia.rosea","Tabernaemontana.arborea","Tachigali.versicolor","Talisia.nervosa","Talisia.princeps","Terminalia.amazonia","Terminalia.oblonga","Tetragastris.panamensis","Tetrathylacium.johansenii","Theobroma.cacao","Thevetia.ahouai","Tocoyena.pittieri","Trattinnickia.aspera","Trema.micrantha","Trichanthera.gigantea","Trichilia.pallida","Trichilia.tuberculata","Triplaris.cumingiana","Trophis.caucana","Trophis.racemosa","Turpinia.occidentalis","Unonopsis.pittieri","Virola.multiflora","Virola.sebifera","Virola.surinamensis","Vochysia.ferruginea","Xylopia.macrantha","Zanthoxylum.ekmanii","Zanthoxylum.juniperinum","Zanthoxylum.panamense","Zanthoxylum.setulosum","Zuelania.guidonia"
"21",0,0,0,0,0,1,3,0,2,15,0,4,1,1,3,0,2,3,2,1,0,3,2,1,2,0,0,0,0,0,3,0,46,3,0,2,3,0,0,0,0,0,5,0,1,0,0,8,12,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,1,1,0,1,22,0,0,0,0,0,0,0,0,1,0,0,2,2,0,10,4,33,0,5,0,1,2,1,0,16,0,0,0,0,0,1,2,2,0,0,1,2,1,0,0,7,0,0,1,0,1,0,4,0,3,36,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,44,48,1,0,1,1,10,3,0,4,2,0,0,0,14,0,3,0,0,0,3,0,0,1,4,3,0,0,0,0,0,2,2,1,0,1,2,0,0,0,1,3,6,0,1,0,2,2,1,1,0,31,39,0,0,5,5,2,15,15,0,17,8,5,0,0,0
"22",0,0,0,0,0,0,10,0,6,23,0,0,0,0,7,0,0,8,2,1,0,0,6,0,0,2,1,0,0,1,1,0,41,0,0,1,2,0,0,0,0,0,1,2,1,0,0,3,3,9,1,0,0,0,0,1,0,1,0,5,0,0,0,1,3,0,0,3,60,0,0,2,1,1,0,0,0,1,0,1,3,0,3,5,5,43,0,14,0,1,0,9,0,8,2,1,1,4,4,0,3,0,0,0,0,0,1,0,0,5,2,0,0,0,0,2,0,4,1,34,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,1,0,0,0,0,51,4,0,0,1,1,17,0,1,1,0,0,0,0,12,0,6,0,0,4,4,0,0,0,1,0,0,0,0,3,0,7,0,0,1,0,8,1,0,1,0,0,5,0,0,0,0,0,0,0,1,50,33,2,0,0,0,0,6,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,20,0,0,0,0,4,0,1,0,0,0,0,1,8,1,43,2,0,1,1,1,0,0,0,0,0,2,1,0,0,4,9,2,0,0,0,0,3,0,2,0,0,1,7,0,1,0,3,0,2,0,33,0,0,0,0,0,0,0,0,1,0,0,2,0,0,11,0,54,0,1,0,6,0,2,0,13,4,2,0,1,6,0,0,1,0,0,0,0,0,0,2,4,0,1,0,0,0,1,3,3,2,57,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,1,2,53,1,2,0,10,0,0,0,2,3,0,0,3,7,7,0,1,0,0,1,3,0,1,0,1,3,1,0,3,3,0,3,3,0,0,6,13,1,0,0,6,0,10,4,0,1,0,0,1,1,0,22,49,0,2,0,3,0,13,1,0,1,0,0,0,0,0
"24",0,0,0,1,5,0,1,1,1,22,0,0,3,0,8,0,0,11,0,2,0,13,2,0,1,0,1,0,0,1,3,0,41,0,1,2,7,0,1,0,0,0,7,0,0,0,0,4,1,0,0,0,1,1,0,4,0,0,0,0,0,0,2,1,1,0,0,3,31,0,0,1,0,0,1,0,0,2,0,1,4,0,0,11,6,36,2,5,1,4,0,9,3,14,1,0,0,0,1,0,2,1,0,1,0,0,5,0,1,3,1,0,0,2,0,0,0,8,1,24,0,8,0,0,0,0,3,0,0,1,0,0,0,1,0,0,2,0,1,1,30,0,0,0,0,1,0,2,1,0,4,0,40,7,0,0,2,0,4,0,1,5,0,0,0,0,11,0,4,0,2,0,3,0,0,0,3,0,3,0,0,0,0,2,2,2,2,0,13,3,0,0,0,0,19,0,2,0,0,5,0,2,0,37,55,0,1,1,6,0,9,0,0,0,0,0,0,0,0
"25",0,0,1,0,0,2,4,0,0,21,0,0,0,0,7,0,3,13,0,3,0,8,6,0,0,1,7,0,0,1,2,0,63,2,0,0,0,0,0,0,0,0,3,1,0,0,1,3,5,0,3,0,0,0,2,10,0,0,0,4,0,0,0,0,3,0,0,13,41,0,0,0,0,0,2,0,3,3,0,0,1,1,0,6,2,44,1,14,1,4,0,5,0,19,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,8,2,0,0,2,0,2,0,1,3,30,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0,0,3,0,1,0,34,4,0,0,20,0,1,9,2,7,0,0,2,2,22,0,2,0,0,0,12,0,0,0,9,0,0,9,1,3,0,2,1,1,0,0,5,4,0,0,5,3,10,0,1,0,0,0,0,2,9,31,43,0,4,0,2,0,13,5,0,0,3,1,3,0,0
"26",0,0,0,0,0,0,1,0,0,10,0,1,0,1,4,1,1,7,3,1,0,6,2,0,0,0,1,0,0,2,2,5,39,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,2,8,0,0,0,0,2,0,1,1,44,0,0,0,0,0,0,0,0,2,0,1,1,1,0,5,11,53,0,6,0,10,0,4,1,24,6,2,6,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2,5,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,5,0,0,0,0,0,0,0,3,1,1,4,37,17,0,0,3,0,10,4,0,8,0,0,0,1,16,0,5,0,0,0,7,0,0,1,1,1,0,0,0,0,4,3,3,1,0,2,5,9,0,1,0,2,6,0,0,0,0,0,0,0,0,16,42,2,1,0,2,2,22,11,0,11,3,1,0,0,0
"27",0,0,0,0,2,3,2,0,2,20,1,1,0,0,3,0,0,1,1,0,0,3,5,0,0,2,0,0,0,1,0,1,42,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,7,2,0,0,2,0,1,0,0,0,0,3,0,0,1,0,5,1,1,3,51,0,0,0,0,0,0,0,0,1,0,0,9,0,0,21,1,48,0,5,0,0,0,2,0,8,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,3,1,2,0,1,0,0,0,1,0,53,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,16,0,0,1,0,0,0,0,2,3,0,0,33,6,0,0,2,2,7,1,1,6,0,0,0,1,20,0,9,0,1,0,16,0,0,0,1,1,0,0,0,0,0,6,2,0,2,0,16,3,0,0,0,14,11,1,0,0,0,1,0,0,3,19,38,0,1,10,0,0,12,1,0,11,4,1,2,0,0
"28",0,2,0,2,0,0,3,0,0,17,0,2,0,0,4,0,2,5,0,0,1,4,4,0,1,0,2,0,0,0,1,3,53,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,7,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,6,59,0,0,0,0,0,0,0,0,3,0,0,3,3,0,14,2,40,3,10,0,2,0,6,1,5,1,3,2,0,2,0,2,2,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,41,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,40,3,0,0,3,0,1,4,3,2,1,1,0,0,21,0,5,0,0,0,8,0,0,0,0,0,2,0,1,0,1,7,0,0,2,0,4,8,0,1,3,0,14,0,0,0,0,1,1,0,1,43,42,0,0,0,0,1,19,2,0,0,0,0,0,0,1
"29",0,0,0,0,2,0,1,0,1,17,0,0,0,1,4,0,3,1,0,0,0,12,1,0,2,0,0,0,0,0,2,0,41,1,0,4,0,1,2,0,0,0,7,1,1,0,1,2,6,0,0,0,0,0,2,2,0,0,0,5,1,0,0,0,7,2,0,0,56,0,1,0,0,0,0,0,0,0,0,0,4,4,1,2,6,42,1,7,1,1,0,2,1,10,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,7,3,42,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,1,0,0,0,0,0,0,37,2,1,0,2,1,9,0,1,3,0,0,0,1,12,0,7,0,0,0,0,0,0,1,0,0,2,0,0,2,0,6,5,0,0,0,1,6,0,0,1,0,6,1,0,0,0,0,0,0,0,52,35,0,0,4,5,0,10,2,0,0,2,0,1,0,0
"30",0,0,0,0,25,3,8,0,0,31,0,0,0,0,9,0,0,0,1,0,0,4,5,0,0,1,0,0,0,5,1,2,54,0,0,1,1,0,0,0,0,0,0,0,0,2,2,6,0,2,1,0,1,0,1,7,0,0,3,3,0,2,0,0,3,0,0,6,57,0,0,1,0,0,0,0,0,2,0,0,2,0,0,3,2,52,4,31,0,11,0,0,0,4,1,0,0,0,0,1,2,1,0,0,0,0,2,0,2,5,0,1,0,0,0,0,0,1,6,47,0,2,0,0,0,0,5,1,0,1,0,0,0,0,0,0,1,2,0,0,15,0,0,0,0,9,0,0,0,1,0,1,39,13,0,0,1,2,7,3,0,8,3,0,0,2,16,0,3,0,0,0,7,0,0,0,0,0,0,0,1,1,2,2,0,0,3,3,26,1,0,0,0,0,4,1,0,0,0,0,0,0,1,38,44,0,4,2,1,0,11,5,0,0,2,0,1,0,0
"31",0,0,0,0,4,0,7,0,0,15,0,0,0,0,4,0,0,3,0,2,0,3,3,0,4,0,2,0,1,1,0,4,45,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,2,0,20,0,0,0,1,0,0,0,2,22,0,0,1,0,1,3,0,0,0,0,0,1,0,0,6,9,30,1,3,1,4,0,8,0,13,6,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4,47,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,0,1,0,2,0,0,0,29,22,0,0,5,0,4,6,1,11,0,0,0,0,31,0,10,0,0,0,8,1,0,2,9,0,2,0,0,2,0,2,0,0,0,2,1,5,0,0,0,5,10,0,0,0,0,0,0,0,1,29,49,0,2,0,4,4,16,8,0,31,2,0,2,0,0
"32",0,0,0,0,7,0,8,0,0,24,0,0,0,0,2,0,0,3,0,0,0,2,11,0,0,1,1,0,0,4,1,0,36,0,2,0,1,0,2,0,0,1,3,0,0,0,0,2,6,0,1,1,0,0,1,0,0,0,1,10,0,0,0,1,1,0,2,0,62,0,1,0,1,1,0,0,0,2,1,0,0,3,0,8,12,36,1,11,0,8,0,9,0,5,12,0,0,0,2,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,37,3,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,8,0,1,0,0,0,2,0,1,0,1,0,31,2,0,0,6,0,0,2,3,3,0,0,0,5,19,0,19,0,1,0,5,0,0,1,0,1,0,0,0,2,1,5,1,0,0,3,3,1,0,0,0,1,5,0,1,0,0,0,0,0,13,41,53,0,1,0,4,0,26,5,0,4,3,0,3,0,0
"33",0,1,0,0,8,1,3,0,0,29,0,0,5,0,8,1,4,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,4,1,4,0,0,1,16,0,1,0,0,0,0,4,2,0,1,4,0,0,0,1,0,0,1,8,49,0,0,0,1,0,0,0,1,0,0,0,1,0,2,25,0,37,0,6,0,0,0,2,0,8,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1,2,0,0,0,0,0,0,1,29,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,16,0,0,0,1,0,0,0,0,1,0,0,41,3,0,1,3,2,4,1,1,6,0,0,0,2,19,0,14,0,2,0,2,0,0,4,0,0,0,0,0,0,0,20,4,0,0,3,3,0,0,0,0,0,2,0,1,0,1,0,1,0,1,39,54,0,4,1,3,0,19,6,1,6,2,0,1,0,0
"34",0,1,0,0,1,0,3,0,0,41,1,0,0,0,1,0,3,5,8,0,0,4,7,0,0,8,10,0,0,1,0,2,46,2,0,0,1,0,0,0,0,0,2,1,0,0,2,0,6,0,2,1,1,0,0,1,1,1,1,0,2,0,0,0,4,0,2,8,40,1,0,0,0,0,0,0,0,4,4,0,0,7,0,17,2,36,3,30,0,1,1,3,0,4,10,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,1,45,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,2,0,1,2,41,2,0,0,4,0,14,2,4,7,1,1,0,2,11,0,8,0,1,0,2,0,0,0,0,0,0,0,1,2,1,18,3,0,0,0,3,0,0,0,0,0,2,1,0,0,0,1,0,0,2,27,45,0,0,3,2,0,7,0,2,2,0,0,0,0,0
"35",0,0,0,0,6,0,6,2,0,96,0,0,0,0,7,2,1,1,3,0,0,2,1,0,1,0,3,0,0,0,0,1,47,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,3,1,2,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,3,37,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,50,7,267,0,1,1,3,0,0,0,5,0,0,0,0,1,0,0,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,1,59,6,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,2,0,0,0,0,38,0,0,0,8,1,8,2,0,0,2,0,0,4,7,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,1,2,1,0,2,0,0,0,1,0,0,0,0,0,5,29,33,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"36",0,0,0,0,3,0,3,0,0,7,0,0,0,1,5,0,2,2,1,0,0,1,4,1,0,0,5,1,0,4,0,1,41,0,0,0,0,1,0,0,0,1,0,0,1,1,0,8,12,0,0,0,0,0,0,0,1,0,5,47,0,0,0,0,6,0,1,0,30,0,0,0,0,0,1,0,0,1,0,0,1,1,0,13,8,46,1,0,0,1,1,1,0,16,2,3,0,0,0,0,3,0,0,0,0,1,2,0,1,4,2,2,0,0,0,0,0,0,7,38,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,15,0,0,0,1,0,1,0,1,2,0,3,49,12,0,0,1,1,0,0,0,3,0,0,0,2,10,0,5,0,0,0,7,1,0,2,2,0,0,1,1,6,0,1,2,0,0,3,2,2,0,0,0,0,11,0,0,0,0,3,0,0,0,24,37,0,0,1,7,2,15,6,0,25,1,0,0,0,0
"37",0,0,0,0,1,0,5,0,0,25,0,0,0,0,3,0,1,4,0,0,0,3,5,0,0,1,2,0,0,0,2,0,41,0,0,1,0,0,0,0,0,0,1,0,0,0,8,2,14,0,2,0,0,0,0,0,0,0,0,11,0,0,1,2,2,0,0,7,67,1,0,0,0,0,1,0,0,2,0,0,1,0,1,37,2,40,0,0,0,2,0,6,0,6,2,4,4,0,1,0,2,0,0,0,0,0,5,0,0,3,0,0,0,1,0,1,1,0,1,34,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,15,0,0,0,0,0,1,0,3,0,1,0,36,4,0,0,4,0,2,6,0,5,0,0,0,4,16,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0,2,4,3,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,36,45,0,0,5,8,0,14,3,0,1,5,0,5,0,0
"38",0,0,0,0,5,0,2,0,2,29,0,0,0,1,1,0,3,0,0,3,1,5,3,0,1,0,1,1,0,1,1,0,58,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,7,0,2,0,0,0,0,0,0,0,0,15,1,0,0,0,4,0,0,4,78,1,0,0,0,1,0,0,0,2,0,0,5,1,0,7,1,42,6,15,0,4,0,13,0,4,1,2,0,1,0,0,4,2,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,32,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,15,0,0,0,0,0,0,0,1,0,2,0,34,1,0,0,4,0,7,1,0,6,0,0,0,5,18,0,7,0,0,0,3,0,0,1,1,0,1,1,0,0,0,7,3,0,0,0,5,0,0,1,0,0,2,0,0,0,1,0,0,0,0,58,59,0,0,0,4,0,7,0,0,1,2,1,1,0,0
"39",0,0,0,0,13,0,2,0,0,38,0,0,0,0,4,0,5,0,2,0,0,5,6,0,0,0,2,0,0,5,0,0,51,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,1,1,4,35,1,0,1,0,0,0,0,1,3,1,1,2,0,0,3,1,38,3,24,1,1,0,10,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,7,0,8,5,1,7,0,0,0,4,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,0,0,7,1,2,0,0,0,0,2,0,0,0,0,0,1,0,1,81,35,0,0,0,0,0,4,1,0,1,1,2,2,0,0
"40",0,0,1,0,4,0,4,1,1,60,0,2,1,0,6,0,2,2,3,0,0,7,7,0,0,1,5,0,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,3,45,0,0,0,0,0,0,0,0,8,0,0,4,1,0,6,2,37,1,60,1,5,0,2,1,2,3,1,0,0,0,0,10,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,29,2,0,0,4,0,1,2,1,6,2,1,0,0,29,0,10,0,1,0,7,0,1,2,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,81,39,0,1,1,0,0,10,0,0,1,0,0,1,0,0
"41",0,0,0,0,0,0,13,0,0,13,0,3,0,0,0,1,0,3,0,1,0,3,12,0,2,2,1,1,1,2,1,0,49,0,0,1,2,0,0,0,0,0,3,0,0,3,4,8,11,1,8,0,8,0,2,0,0,0,0,24,0,0,0,0,0,0,0,9,20,1,0,1,0,0,0,0,0,0,1,2,1,0,0,15,5,33,1,3,0,0,1,7,0,31,5,0,0,0,2,0,1,0,1,0,0,0,5,0,1,5,0,0,0,0,0,1,1,3,1,49,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4,3,0,3,10,0,0,1,0,0,0,0,7,0,0,0,38,14,0,0,5,0,0,0,1,6,0,0,1,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,3,2,4,0,0,1,0,8,0,2,1,0,0,0,0,0,17,41,1,0,2,8,1,16,8,0,9,5,0,1,1,0
"42",0,0,0,0,1,0,0,0,0,12,0,0,0,1,5,1,2,7,0,2,0,5,4,0,2,1,0,0,0,2,1,1,46,0,0,0,1,0,0,0,0,1,4,0,0,0,0,9,11,0,2,0,0,2,2,0,0,0,0,14,0,0,2,0,2,0,0,12,31,1,0,0,0,0,1,2,0,1,0,1,0,0,0,10,5,43,2,3,1,1,0,2,0,11,4,0,3,0,1,0,12,9,0,0,0,0,3,1,0,2,4,3,0,0,0,0,0,0,0,45,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,16,0,0,0,0,0,0,0,0,0,3,0,34,21,0,0,2,0,1,3,1,9,0,0,0,4,28,0,0,0,0,1,3,0,0,4,5,0,0,0,0,0,0,2,2,1,0,1,5,2,0,0,0,0,4,0,0,0,0,0,0,0,0,20,43,0,0,0,4,2,12,2,0,10,3,0,0,0,1
"43",0,0,0,1,0,2,3,0,0,8,0,0,3,1,0,0,1,1,0,0,0,9,2,0,0,0,0,0,0,0,1,1,42,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,11,0,0,1,0,0,0,3,0,0,0,12,0,1,1,0,4,0,6,4,15,0,0,0,0,0,2,1,0,2,0,0,0,0,0,24,2,51,1,0,0,5,0,9,0,23,3,0,4,0,0,0,1,7,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,3,2,44,3,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,3,1,7,8,0,0,0,0,0,0,0,0,0,0,0,44,56,0,0,5,0,1,0,0,8,0,1,0,0,21,0,1,2,0,0,0,0,1,1,5,0,1,0,1,2,1,6,0,0,0,0,0,1,0,0,0,1,5,0,1,0,1,0,0,0,0,37,42,5,0,0,10,1,13,6,0,3,1,0,0,0,0
"44",0,0,0,0,3,0,4,0,0,13,0,1,0,0,11,0,0,1,0,0,0,19,3,0,4,0,0,0,0,0,0,0,45,2,0,0,1,0,0,2,1,0,2,0,0,0,0,2,17,0,0,0,0,0,0,0,2,0,0,10,0,0,4,0,6,0,0,1,15,0,0,0,0,0,0,1,0,8,0,0,0,2,0,7,9,51,2,19,0,4,0,3,0,26,6,0,0,0,2,0,0,2,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,9,0,1,0,0,0,0,0,2,0,0,2,33,67,0,0,3,0,0,2,4,9,0,0,1,0,34,0,2,2,0,0,0,0,0,3,5,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,31,38,0,0,0,1,0,12,1,0,2,2,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,1,43,0,1,3,0,0,0,1,0,2,0,54,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,1,0,1,8,0,0,0,0,1,0,2,3,8,0,0,0,0,0,0,0,0,0,0,2,3,8,1,14,1,30,0,1,1,0,0,22,1,23,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,34,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,20,4,0,0,0,0,0,0,0,1,0,4,1,38,66,1,0,0,0,0,1,2,15,0,0,0,1,36,0,2,1,0,0,4,0,0,3,7,0,2,0,0,0,1,1,2,1,0,2,2,2,0,0,0,0,6,1,0,0,0,0,0,0,0,30,52,3,0,0,3,0,15,9,1,0,3,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,30,2,0,0,2,0,6,0,8,0,0,0,0,7,0,3,0,3,0,1,5,0,0,43,0,0,1,0,0,0,0,0,0,2,1,0,0,6,14,16,4,0,0,1,1,1,0,0,0,0,44,0,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,10,0,0,1,0,0,9,1,43,2,18,0,0,0,22,1,26,6,0,0,2,2,4,1,0,0,0,0,0,1,1,0,7,0,2,0,0,0,0,0,11,1,48,2,0,0,0,0,0,2,0,0,2,0,4,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,48,1,0,0,6,4,4,0,0,16,0,0,1,3,1,1,1,0,1,0,5,0,0,4,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,20,0,0,0,0,5,1,0,1,19,57,0,0,0,0,0,1,0,0,0,0,0,2,0,0
