"","Acacia.melanoceras","Acalypha.diversifolia","Acalypha.macrostachya","Adelia.triloba","Aegiphila.panamensis","Alchornea.costaricensis","Alchornea.latifolia","Allophylus.psilospermus","Alseis.blackiana","Amaioua.corymbosa","Anacardium.excelsum","Andira.inermis","Annona.spraguei","Apeiba.aspera","Apeiba.tibourbou","Aspidosperma.cruenta","Astrocaryum.standleyanum","Astronium.graveolens","Attalea.butyracea","Banara.guianensis","Beilschmiedia.pendula","Brosimum.alicastrum","Calophyllum.longifolium","Casearia.aculeata","Casearia.arborea","Casearia.commersoniana","Casearia.guianensis","Casearia.sylvestris","Cassipourea.elliptica","Cavanillesia.platanifolia","Cecropia.insignis","Cecropia.obtusifolia","Cedrela.odorata","Ceiba.pentandra","Celtis.schippii","Cespedezia.macrophylla","Chamguava.schippii","Chimarrhis.parviflora","Chrysochlamys.eclipes","Chrysophyllum.argenteum","Chrysophyllum.cainito","Coccoloba.coronata","Coccoloba.manzanillensis","Cordia.alliodora","Cordia.bicolor","Cordia.lasiocalyx","Coussarea.curvigemmia","Croton.billbergianus","Cupania.latifolia","Cupania.rufescens","Cupania.sylvatica","Dendropanax.arboreus","Desmopsis.panamensis","Diospyros.artanthifolia","Dipteryx.panamensis","Drypetes.standleyi","Elaeis.oleifera","Enterolobium.schomburgkii","Erythrina.costaricensis","Erythroxylum.macrophyllum","Eugenia.coloradensis","Eugenia.galalonensis","Eugenia.nesiotica","Eugenia.oerstedeana","Faramea.occidentalis","Ficus.costaricana","Ficus.insipida","Ficus.maxima","Ficus.obtusifolia","Ficus.popenoei","Ficus.tonduzii","Ficus.trigonata","Ficus.yoponensis","Garcinia.intermedia","Garcinia.madruno","Genipa.americana","Guapira.standleyana","Guarea.fuzzy","Guarea.grandifolia","Guarea.guidonia","Guatteria.dumetorum","Guazuma.ulmifolia","Guettarda.foliacea","Gustavia.superba","Hampea.appendiculata","Hasseltia.floribunda","Heisteria.acuminata","Heisteria.concinna","Hirtella.americana","Hirtella.triandra","Hura.crepitans","Hyeronima.alchorneoides","Inga.acuminata","Inga.cocleensis","Inga.goldmanii","Inga.laurina","Inga.marginata","Inga.nobilis","Inga.oerstediana","Inga.pezizifera","Inga.punctata","Inga.ruiziana","Inga.sapindoides","Inga.spectabilis","Inga.umbellifera","Jacaranda.copaia","Lacistema.aggregatum","Lacmellea.panamensis","Laetia.procera","Laetia.thamnia","Lafoensia.punicifolia","Licania.hypoleuca","Licania.platypus","Lindackeria.laurina","Lonchocarpus.latifolius","Luehea.seemannii","Macrocnemum.roseum","Maquira.costaricana","Margaritaria.nobilis","Marila.laxiflora","Maytenus.schippii","Miconia.affinis","Miconia.argentea","Miconia.elata","Miconia.hondurensis","Mosannona.garwoodii","Myrcia.gatunensis","Myrospermum.frutescens","Nectandra.cissiflora","Nectandra.lineata","Nectandra.purpurea","Ochroma.pyramidale","Ocotea.cernua","Ocotea.oblonga","Ocotea.puberula","Ocotea.whitei","Oenocarpus.mapora","Ormosia.amazonica","Ormosia.coccinea","Ormosia.macrocalyx","Pachira.quinata","Pachira.sessilis","Perebea.xanthochyma","Phoebe.cinnamomifolia","Picramnia.latifolia","Piper.reticulatum","Platymiscium.pinnatum","Platypodium.elegans","Posoqueria.latifolia","Poulsenia.armata","Pourouma.bicolor","Pouteria.fossicola","Pouteria.reticulata","Pouteria.stipitata","Prioria.copaifera","Protium.costaricense","Protium.panamense","Protium.tenuifolium","Pseudobombax.septenatum","Psidium.friedrichsthalianum","Psychotria.grandis","Pterocarpus.rohrii","Quararibea.asterolepis","Quassia.amara","Randia.armata","Sapium.broadleaf","Sapium.glandulosum","Schizolobium.parahyba","Simarouba.amara","Siparuna.guianensis","Siparuna.pauciflora","Sloanea.terniflora","Socratea.exorrhiza","Solanum.hayesii","Sorocea.affinis","Spachea.membranacea","Spondias.mombin","Spondias.radlkoferi","Sterculia.apetala","Swartzia.simplex.var.grandiflora","Swartzia.simplex.var.ochnacea","Symphonia.globulifera","Tabebuia.guayacan","Tabebuia.rosea","Tabernaemontana.arborea","Tachigali.versicolor","Talisia.nervosa","Talisia.princeps","Terminalia.amazonia","Terminalia.oblonga","Tetragastris.panamensis","Tetrathylacium.johansenii","Theobroma.cacao","Thevetia.ahouai","Tocoyena.pittieri","Trattinnickia.aspera","Trema.micrantha","Trichanthera.gigantea","Trichilia.pallida","Trichilia.tuberculata","Triplaris.cumingiana","Trophis.caucana","Trophis.racemosa","Turpinia.occidentalis","Unonopsis.pittieri","Virola.multiflora","Virola.sebifera","Virola.surinamensis","Vochysia.ferruginea","Xylopia.macrantha","Zanthoxylum.ekmanii","Zanthoxylum.juniperinum","Zanthoxylum.panamense","Zanthoxylum.setulosum","Zuelania.guidonia"
"22",0,0,0,1,0,4,0,4,17,0,0,2,0,11,0,0,8,3,1,0,0,6,2,1,0,0,0,1,3,2,87,0,0,3,1,1,1,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,6,0,0,0,1,0,0,1,1,2,1,52,0,0,1,0,0,0,0,0,3,0,0,1,0,2,3,5,79,2,13,0,7,0,7,0,5,4,0,2,2,2,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,4,0,95,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,2,0,1,1,1,0,0,85,8,0,0,4,0,12,0,2,2,0,0,0,0,12,0,11,0,0,3,5,0,0,0,0,0,0,0,0,2,0,7,5,0,2,0,16,0,0,0,0,1,8,0,0,0,0,0,0,0,1,36,76,2,0,5,1,0,7,2,0,0,1,2,0,0,0
"23",0,0,0,0,0,1,0,0,3,0,2,1,1,1,0,0,7,1,1,1,0,5,0,0,2,0,0,0,7,0,76,2,0,4,3,0,0,0,0,4,1,1,0,0,1,7,2,3,0,0,1,1,3,0,0,0,8,0,2,2,3,0,1,3,27,3,0,1,0,0,0,0,0,2,2,0,1,4,0,5,1,68,0,3,0,6,0,2,0,14,5,2,0,0,7,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,4,87,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,22,1,0,0,0,1,0,3,0,0,0,0,81,1,0,0,4,0,1,0,2,4,2,0,2,8,6,0,2,0,0,0,1,0,0,0,1,1,1,0,1,1,1,2,4,0,0,7,6,4,0,1,6,0,7,2,0,0,0,0,2,0,1,23,95,0,0,0,1,0,3,1,1,0,0,0,0,0,0
"24",0,0,1,1,0,0,0,0,17,0,1,4,0,2,0,0,6,0,2,0,21,3,0,0,2,0,0,2,1,0,90,0,0,0,4,0,3,0,0,2,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,32,0,0,0,3,0,0,0,0,2,0,0,11,0,0,8,5,78,2,1,0,4,0,6,1,17,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,5,0,0,0,2,0,0,0,6,4,76,0,10,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,2,27,0,1,1,0,0,0,0,0,0,2,0,82,4,0,1,2,0,2,0,1,5,1,0,1,0,9,0,5,0,0,0,6,0,0,0,4,0,1,0,1,3,1,3,6,1,1,0,4,3,0,0,1,0,13,0,0,0,0,2,0,2,3,48,71,1,1,0,0,0,10,1,0,0,0,0,0,0,0
"25",0,0,0,0,1,2,0,0,18,0,1,0,0,12,0,9,8,0,1,0,6,2,2,0,1,0,0,1,1,1,100,1,0,3,0,0,1,0,0,2,1,0,0,1,2,3,0,1,0,0,2,7,0,0,0,0,0,0,1,0,4,1,0,3,31,0,0,0,0,0,0,0,1,2,0,0,1,3,0,6,1,71,3,14,1,5,0,4,0,21,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,1,0,0,0,0,0,3,5,80,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,1,1,1,0,4,1,93,2,1,0,14,0,0,9,4,3,0,0,0,0,23,0,0,0,1,0,14,0,0,0,4,0,0,6,0,3,0,0,1,0,0,0,2,5,0,0,1,0,9,0,1,0,0,0,1,1,6,32,93,0,2,0,6,0,8,2,0,0,4,4,0,0,0
"26",0,0,0,1,0,8,0,1,7,0,0,2,0,6,1,0,3,6,2,0,4,2,0,0,0,0,0,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1,2,1,35,0,0,0,0,0,0,0,0,4,0,2,2,1,0,5,8,92,0,5,0,7,1,5,2,33,4,2,4,0,2,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,77,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,5,1,0,2,63,16,0,0,5,0,10,3,0,9,0,1,0,2,23,0,4,0,2,0,5,0,0,0,6,0,0,0,0,0,2,4,3,0,0,1,1,9,0,1,0,4,4,0,0,1,0,0,0,0,2,13,75,1,0,0,7,1,13,8,0,5,1,5,0,0,0
"27",0,0,0,1,4,2,0,3,19,0,0,0,0,2,0,0,5,0,2,0,0,7,0,2,0,0,0,1,0,1,87,0,0,4,0,0,0,1,0,2,0,0,0,0,2,11,4,0,1,0,4,0,0,1,0,6,0,0,0,0,1,0,0,4,42,0,0,0,0,0,0,0,0,2,1,0,2,0,0,16,3,77,0,3,0,0,0,0,0,4,4,0,0,0,2,0,1,1,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,71,1,2,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,0,2,0,0,0,0,1,2,0,1,104,5,0,0,2,1,10,1,3,2,1,0,0,3,24,0,10,0,4,0,15,0,0,0,0,0,4,0,0,1,1,5,8,0,1,0,10,3,0,0,0,6,7,2,0,0,0,3,1,0,2,19,87,0,1,7,2,0,9,1,0,6,3,0,2,0,0
"28",3,0,2,0,0,2,0,0,15,0,0,1,0,3,1,6,7,2,0,0,2,7,0,0,1,1,0,0,3,3,94,0,0,0,0,0,0,1,0,0,0,2,0,0,4,3,3,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,3,5,50,0,0,0,0,1,0,1,0,2,0,0,2,1,0,5,3,86,2,7,0,1,0,5,0,6,2,3,0,0,4,0,0,0,0,0,0,0,4,0,0,2,1,1,0,1,1,1,0,1,0,87,1,4,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,6,2,73,0,0,0,1,0,3,1,0,5,3,1,0,1,24,0,5,0,1,0,10,0,1,1,0,0,0,0,0,0,2,10,1,1,6,1,4,4,0,2,0,0,12,0,1,0,0,2,2,0,0,40,72,0,0,0,0,0,17,1,0,0,0,0,0,0,1
"29",0,0,0,0,0,1,0,0,15,0,0,1,0,3,0,1,1,0,0,0,11,4,0,0,0,0,0,0,5,0,73,1,0,5,0,1,2,0,0,2,1,0,0,2,1,4,0,0,1,0,2,3,0,0,0,8,0,0,0,0,2,0,0,2,55,1,0,0,0,0,0,0,1,2,0,1,1,4,1,2,3,85,0,2,0,0,0,4,0,6,5,2,0,0,0,0,1,0,2,0,0,0,0,0,0,6,2,2,0,0,0,2,0,2,2,89,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,15,1,0,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,17,1,0,7,0,0,0,0,12,0,7,0,0,0,4,0,0,1,0,0,0,0,0,2,0,3,4,1,0,1,3,3,1,0,1,0,8,0,1,0,0,0,0,0,0,51,85,0,0,3,4,1,10,1,0,0,0,0,0,0,0
"30",0,0,0,18,5,5,0,0,34,0,0,2,0,4,1,0,2,4,0,0,0,5,0,0,0,0,0,4,4,0,90,1,0,0,5,0,0,0,0,1,0,0,2,1,6,0,2,2,0,0,3,3,0,1,1,3,0,1,0,3,4,0,0,1,55,0,0,0,0,0,1,0,0,2,0,0,1,1,0,3,2,113,4,19,0,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,0,0,0,0,15,75,1,1,0,0,0,0,9,0,0,1,0,1,0,1,0,0,0,1,0,0,7,0,0,1,0,14,0,0,0,0,0,0,80,5,0,0,4,1,6,7,2,11,4,0,0,3,13,0,3,0,0,0,3,0,1,0,0,0,0,0,0,2,3,5,0,0,5,4,25,0,0,1,0,0,0,2,0,0,0,0,0,0,5,37,86,0,1,2,0,4,9,3,0,0,1,0,2,0,0
"31",0,0,0,3,0,1,0,0,5,0,0,0,0,4,0,0,1,0,2,0,3,3,2,0,2,0,0,0,0,0,80,0,2,0,0,0,0,0,0,0,0,1,0,3,1,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,71,0,1,0,1,1,9,0,9,8,1,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,76,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,3,0,0,0,81,21,0,0,3,0,0,3,0,13,0,0,2,1,23,0,8,0,0,0,8,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,2,5,6,0,0,1,0,0,0,0,2,35,71,0,0,0,4,8,22,7,0,34,0,1,1,0,0
"32",5,0,0,3,0,5,0,0,17,0,0,0,0,8,0,0,7,0,0,0,6,7,0,2,0,0,0,10,2,0,85,0,0,2,0,0,0,0,0,1,1,0,0,0,3,7,0,0,1,0,0,0,0,0,0,6,1,1,1,0,1,0,2,1,55,0,0,1,0,0,0,0,0,2,0,0,0,4,0,8,11,83,3,15,0,4,0,7,0,5,9,0,0,1,2,0,1,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,0,86,2,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,3,0,1,0,0,0,1,0,1,0,1,0,69,4,1,1,2,0,0,2,0,2,0,0,0,7,17,0,16,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,3,0,0,2,2,0,0,0,1,1,2,0,1,0,0,1,0,0,8,41,95,0,1,0,5,1,18,6,0,5,5,0,1,0,0
"33",0,0,0,1,0,4,0,1,21,0,0,1,0,15,2,0,8,2,0,0,2,3,0,0,0,0,0,0,0,3,72,1,0,0,0,1,0,0,0,2,1,1,0,0,2,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,51,0,0,0,0,0,1,0,0,0,1,0,4,2,3,28,0,69,0,9,0,4,0,3,0,12,1,0,1,0,3,1,1,0,0,0,0,0,1,0,1,6,5,2,0,1,0,0,0,0,0,75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,0,0,0,0,1,0,0,1,66,4,0,0,6,1,6,1,0,10,0,0,0,1,21,0,15,0,1,0,5,0,0,1,1,0,0,0,0,0,0,18,5,0,0,7,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,48,103,0,3,0,3,0,11,5,0,8,7,0,3,0,0
"34",1,5,0,5,0,6,0,0,47,0,0,1,0,7,2,1,2,9,0,0,1,8,0,0,7,0,0,0,3,0,82,1,0,0,2,0,0,0,0,1,3,0,1,7,0,9,1,0,0,0,1,1,3,0,0,2,1,0,0,0,6,0,4,13,54,0,0,0,0,0,0,0,0,1,0,0,3,8,0,13,0,79,5,19,0,0,0,5,0,6,7,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,96,4,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,0,0,0,2,0,3,0,88,3,0,0,3,0,9,5,8,6,1,0,0,1,20,0,15,0,1,0,3,1,0,1,0,0,0,0,0,1,0,10,2,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,3,26,94,0,1,0,5,0,7,1,0,2,0,0,2,0,0
"35",0,0,0,3,0,8,1,0,88,1,0,0,1,5,0,0,7,1,0,0,1,0,1,0,2,0,0,0,0,1,69,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,37,0,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,93,6,223,0,9,0,2,1,0,1,3,0,0,0,0,1,0,0,0,0,0,5,0,0,5,3,1,0,0,0,1,1,2,1,91,13,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,1,3,0,0,0,0,0,0,4,0,0,1,1,82,0,0,0,5,1,5,0,0,0,1,0,0,2,17,0,3,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,0,1,30,57,0,0,0,0,0,10,0,0,1,0,0,1,0,0
"36",0,0,0,1,0,3,0,0,3,0,0,0,0,3,0,5,2,0,0,0,0,7,0,1,1,0,0,2,0,1,88,0,0,0,0,0,1,0,0,3,1,2,0,0,9,8,0,0,2,0,3,0,1,0,0,44,0,1,1,0,2,0,2,0,21,1,1,0,0,0,0,0,0,0,0,2,2,4,0,9,5,84,2,1,2,0,2,6,0,20,1,3,0,0,4,0,5,0,0,0,0,0,3,0,2,2,0,1,0,1,0,0,0,0,5,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6,20,0,0,0,0,1,0,3,2,1,1,1,78,15,0,0,2,1,0,4,0,6,1,0,0,0,21,0,2,1,0,0,8,0,0,3,3,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,1,0,4,0,0,1,31,80,0,0,1,11,3,15,5,0,15,0,0,0,0,0
"37",0,0,0,2,0,5,0,0,20,0,0,0,0,1,0,2,2,0,1,0,2,2,0,0,1,0,0,2,4,0,79,0,0,0,0,0,0,0,0,1,0,0,0,7,2,10,0,2,0,0,0,1,1,0,0,18,0,0,2,1,0,0,0,7,61,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,5,85,0,1,1,4,0,2,0,2,0,2,6,0,5,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,2,103,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,15,10,0,0,0,0,1,0,0,2,0,2,0,69,6,0,0,1,0,2,3,0,8,0,0,1,4,8,1,1,0,0,0,5,0,1,4,0,0,0,0,0,1,3,12,2,0,0,1,1,2,0,0,0,1,2,0,1,0,0,0,0,0,8,39,72,0,0,3,9,4,13,1,0,4,2,0,5,0,0
"38",0,0,1,7,0,6,0,3,29,0,0,0,1,4,0,5,0,0,1,0,3,10,5,0,1,0,0,0,1,1,92,0,0,1,2,0,0,0,0,0,1,0,2,4,4,12,0,2,0,0,0,2,0,2,0,14,0,1,0,1,4,0,3,16,72,2,0,1,0,0,0,0,0,1,0,0,6,2,0,11,3,72,2,12,0,3,0,16,0,2,2,1,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,85,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,1,10,0,0,0,0,0,0,0,1,0,1,1,91,4,0,0,9,0,8,2,0,17,0,0,1,1,18,0,6,0,0,0,3,0,0,2,1,0,0,0,0,0,1,6,2,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,57,86,0,0,0,2,1,10,0,0,1,1,1,0,0,0
"39",0,0,0,8,0,3,0,1,34,0,1,0,0,4,0,4,4,4,0,0,8,2,0,0,3,0,0,6,0,0,95,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9,0,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,3,3,39,2,0,0,0,0,0,0,0,8,0,1,4,1,0,10,1,79,9,25,0,5,0,11,0,7,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,3,79,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,8,0,0,0,1,0,0,0,0,0,1,0,83,3,1,1,3,0,7,6,0,10,0,0,0,2,18,1,7,0,0,1,3,0,0,2,0,1,0,0,0,2,0,7,9,0,0,5,4,3,0,0,0,0,1,0,1,0,0,0,4,0,0,69,79,0,0,0,0,0,6,4,0,0,4,2,1,0,0
"40",0,3,0,7,0,2,0,0,69,0,3,0,0,10,0,2,1,0,0,0,5,5,2,1,2,0,1,1,0,0,78,0,1,0,0,0,0,0,0,0,1,0,0,0,3,8,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,1,4,47,0,1,0,0,0,0,0,0,5,0,0,4,2,0,7,3,79,1,60,0,4,0,0,0,5,4,1,0,0,2,0,7,1,0,3,0,1,1,0,0,1,0,1,0,0,1,0,0,0,4,78,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,84,3,1,0,4,0,3,2,0,7,0,0,0,1,21,0,2,0,0,0,7,0,1,1,0,0,0,0,0,5,0,0,3,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,113,80,0,0,1,1,0,14,2,0,0,1,0,0,0,0
"41",0,0,0,0,1,5,0,0,8,0,1,2,0,1,0,1,0,0,0,0,3,9,0,1,0,0,0,6,2,0,73,0,0,1,0,0,0,0,0,2,0,0,1,2,9,16,0,5,1,0,1,1,0,0,0,22,0,0,0,0,1,0,1,2,19,0,0,1,0,0,0,0,0,0,0,2,1,0,0,20,6,86,1,9,0,0,2,7,0,35,2,3,1,1,2,1,7,0,1,0,3,0,5,2,0,3,0,2,0,0,0,2,0,1,0,65,0,1,0,0,1,0,0,0,0,0,1,1,2,0,2,0,3,3,0,2,15,0,0,1,0,0,0,3,3,0,0,0,68,10,0,0,2,0,0,1,2,10,0,0,0,2,13,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,6,0,3,1,0,0,0,0,0,14,88,1,0,1,3,1,10,4,0,15,3,0,0,1,0
"42",0,0,0,0,0,0,0,0,20,0,0,1,0,4,2,2,12,0,4,0,5,9,0,1,1,0,0,1,4,0,100,0,0,0,0,0,0,0,0,2,0,0,0,0,6,7,0,5,0,0,1,0,0,0,0,16,0,0,2,0,1,0,0,5,25,0,0,0,0,1,1,1,0,0,0,0,1,0,0,13,5,79,2,4,0,2,0,3,0,24,3,1,1,0,1,0,12,4,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,1,79,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,6,21,0,0,1,0,0,0,0,0,0,3,0,72,27,0,0,3,0,1,2,0,11,0,0,0,2,17,0,1,0,0,0,2,1,0,4,1,0,0,0,0,0,1,3,3,0,0,2,2,1,0,0,0,0,11,0,0,0,0,0,2,0,0,30,88,0,0,0,5,5,16,4,0,17,4,0,2,0,1
"43",0,0,0,0,0,2,0,0,5,0,0,1,0,3,0,4,0,0,0,0,6,3,0,0,0,0,0,0,1,2,80,0,0,0,0,0,0,0,0,0,2,0,0,5,4,11,0,0,0,0,0,3,0,0,0,27,0,0,0,0,4,0,0,4,23,0,0,0,0,0,3,0,1,1,0,0,3,1,0,14,2,99,2,1,0,7,0,5,0,19,2,0,6,0,0,0,1,8,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,3,4,87,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,13,0,1,1,0,0,0,0,0,0,0,0,89,58,0,0,6,1,3,0,0,7,0,1,0,0,9,0,1,0,0,0,0,0,0,1,7,0,2,0,2,1,1,10,0,0,1,0,0,3,1,0,0,0,10,0,0,0,0,0,0,1,0,33,90,4,5,0,2,0,12,7,0,1,1,0,0,0,0
"44",0,0,0,2,1,6,0,0,20,0,0,0,0,12,0,0,5,0,0,0,20,4,2,2,1,0,1,0,0,0,74,2,0,1,1,0,0,1,0,3,0,0,0,0,2,21,0,0,0,1,0,0,0,0,1,7,1,0,3,0,3,0,0,3,11,0,0,0,0,3,0,1,0,7,0,0,0,3,0,3,8,77,2,29,0,3,0,4,0,15,11,0,0,0,0,0,0,1,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,74,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,7,7,0,0,0,0,0,0,0,1,0,0,1,102,62,0,0,0,0,1,7,4,6,0,0,0,1,20,0,1,1,0,0,0,0,0,3,5,0,0,0,0,0,0,2,1,0,2,2,2,1,0,0,0,0,5,0,0,0,0,1,2,0,0,44,92,1,0,0,4,0,4,0,0,1,5,0,1,0,0
"45",1,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,42,2,4,0,0,0,0,0,5,0,95,0,0,0,2,0,1,0,0,0,1,0,0,0,2,5,0,1,0,0,0,2,0,0,4,7,0,0,0,0,0,0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,2,8,0,12,1,91,0,2,1,0,0,15,0,24,5,0,0,0,0,0,2,1,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,65,2,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,9,0,0,0,0,0,0,0,1,0,1,0,79,58,2,0,3,2,0,1,2,7,0,0,0,4,38,1,1,3,0,0,4,0,0,4,15,0,2,0,0,0,1,2,1,0,0,0,1,4,1,0,0,0,8,0,0,0,0,0,0,0,0,24,93,2,0,0,4,0,14,3,0,0,2,1,0,0,0
"46",0,0,0,0,0,0,0,0,34,0,0,0,7,0,4,0,7,0,1,0,0,7,2,0,2,0,0,1,1,0,93,0,0,1,0,0,2,0,0,0,2,1,0,4,8,20,7,0,2,0,2,0,0,6,2,31,0,0,0,0,5,0,1,0,9,1,0,0,0,0,0,0,0,12,0,1,4,5,0,3,1,85,1,10,0,0,0,12,3,23,3,0,0,6,1,3,1,1,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,7,0,90,0,0,0,0,0,1,4,0,1,1,0,2,0,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,4,0,1,0,104,0,0,0,4,3,4,0,0,20,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,0,0,3,2,0,2,0,0,0,0,19,0,0,1,0,1,0,0,0,26,80,0,0,0,1,0,0,0,3,4,1,1,1,0,0
"47",0,0,0,2,0,1,0,2,10,0,0,0,1,9,0,1,4,0,0,0,1,0,1,0,5,0,0,0,0,0,75,0,0,0,4,0,0,0,0,2,1,0,1,3,5,16,1,2,0,0,0,0,0,2,0,14,0,0,0,0,5,2,0,0,38,0,0,0,1,0,0,0,1,5,0,0,3,0,0,7,0,80,3,15,0,1,0,8,0,34,6,1,3,0,0,3,2,1,0,1,0,0,1,0,0,16,2,1,0,0,0,0,2,3,3,80,8,4,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,1,1,0,0,0,2,2,76,3,0,0,4,1,1,2,1,22,0,0,0,0,6,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,3,1,0,0,0,4,1,2,0,0,0,0,26,0,0,0,0,1,1,0,2,12,78,0,1,0,0,0,13,2,1,1,1,2,0,0,1
