"","Abarema.macradenium","Acacia.melanoceras","Acalypha.diversifolia","Acalypha.macrostachya","Adelia.triloba","Aegiphila.panamensis","Alchornea.costaricensis","Alchornea.latifolia","Allophylus.psilospermus","Alseis.blackiana","Amaioua.corymbosa","Anacardium.excelsum","Andira.inermis","Annona.spraguei","Apeiba.aspera","Apeiba.tibourbou","Aspidosperma.cruenta","Astrocaryum.standleyanum","Astronium.graveolens","Attalea.butyracea","Banara.guianensis","Beilschmiedia.pendula","Brosimum.alicastrum","Brosimum.guianense","Calophyllum.longifolium","Casearia.aculeata","Casearia.arborea","Casearia.commersoniana","Casearia.guianensis","Casearia.sylvestris","Cassipourea.elliptica","Cavanillesia.platanifolia","Cecropia.insignis","Cecropia.obtusifolia","Cedrela.odorata","Ceiba.pentandra","Celtis.schippii","Cespedezia.macrophylla","Chamguava.schippii","Chimarrhis.parviflora","Chlorophora.tinctoria","Chrysochlamys.eclipes","Chrysophyllum.argenteum","Chrysophyllum.cainito","Coccoloba.coronata","Coccoloba.manzanillensis","Cordia.alliodora","Cordia.bicolor","Cordia.lasiocalyx","Coussarea.curvigemmia","Croton.billbergianus","Cupania.cinerea","Cupania.latifolia","Cupania.rufescens","Cupania.sylvatica","Dendropanax.arboreus","Desmopsis.panamensis","Diospyros.artanthifolia","Dipteryx.panamensis","Drypetes.standleyi","Elaeis.oleifera","Enterolobium.schomburgkii","Erythrina.costaricensis","Erythroxylum.macrophyllum","Eugenia.coloradensis","Eugenia.galalonensis","Eugenia.nesiotica","Eugenia.oerstedeana","Faramea.occidentalis","Ficus.costaricana","Ficus.insipida","Ficus.maxima","Ficus.obtusifolia","Ficus.popenoei","Ficus.tonduzii","Ficus.trigonata","Ficus.yoponensis","Garcinia.intermedia","Garcinia.madruno","Genipa.americana","Guapira.standleyana","Guarea.fuzzy","Guarea.grandifolia","Guarea.guidonia","Guatteria.dumetorum","Guazuma.ulmifolia","Guettarda.foliacea","Gustavia.superba","Hampea.appendiculata","Hasseltia.floribunda","Heisteria.acuminata","Heisteria.concinna","Hirtella.americana","Hirtella.triandra","Hura.crepitans","Hyeronima.alchorneoides","Inga.acuminata","Inga.cocleensis","Inga.goldmanii","Inga.laurina","Inga.marginata","Inga.nobilis","Inga.oerstediana","Inga.pezizifera","Inga.punctata","Inga.ruiziana","Inga.sapindoides","Inga.spectabilis","Inga.umbellifera","Jacaranda.copaia","Lacistema.aggregatum","Lacmellea.panamensis","Laetia.procera","Laetia.thamnia","Lafoensia.punicifolia","Licania.hypoleuca","Licania.platypus","Lindackeria.laurina","Lonchocarpus.latifolius","Luehea.seemannii","Macrocnemum.roseum","Maquira.costaricana","Margaritaria.nobilis","Marila.laxiflora","Maytenus.schippii","Miconia.affinis","Miconia.argentea","Miconia.elata","Miconia.hondurensis","Mosannona.garwoodii","Myrcia.gatunensis","Myrospermum.frutescens","Nectandra.cissiflora","Nectandra.lineata","Nectandra.purpurea","Ochroma.pyramidale","Ocotea.cernua","Ocotea.oblonga","Ocotea.puberula","Ocotea.whitei","Oenocarpus.mapora","Ormosia.amazonica","Ormosia.coccinea","Ormosia.macrocalyx","Pachira.quinata","Pachira.sessilis","Perebea.xanthochyma","Phoebe.cinnamomifolia","Picramnia.latifolia","Piper.reticulatum","Platymiscium.pinnatum","Platypodium.elegans","Posoqueria.latifolia","Poulsenia.armata","Pourouma.bicolor","Pouteria.fossicola","Pouteria.reticulata","Pouteria.stipitata","Prioria.copaifera","Protium.costaricense","Protium.panamense","Protium.tenuifolium","Pseudobombax.septenatum","Psidium.friedrichsthalianum","Psychotria.grandis","Pterocarpus.rohrii","Quararibea.asterolepis","Quassia.amara","Randia.armata","Sapium.broadleaf","Sapium.glandulosum","Schizolobium.parahyba","Simarouba.amara","Siparuna.guianensis","Siparuna.pauciflora","Sloanea.terniflora","Socratea.exorrhiza","Solanum.hayesii","Sorocea.affinis","Spachea.membranacea","Spondias.mombin","Spondias.radlkoferi","Sterculia.apetala","Swartzia.simplex.var.grandiflora","Swartzia.simplex.var.ochnacea","Symphonia.globulifera","Tabebuia.guayacan","Tabebuia.rosea","Tabernaemontana.arborea","Tachigali.versicolor","Talisia.nervosa","Talisia.princeps","Terminalia.amazonia","Terminalia.oblonga","Tetragastris.panamensis","Tetrathylacium.johansenii","Theobroma.cacao","Thevetia.ahouai","Tocoyena.pittieri","Trattinnickia.aspera","Trema.micrantha","Trichanthera.gigantea","Trichilia.pallida","Trichilia.tuberculata","Triplaris.cumingiana","Trophis.caucana","Trophis.racemosa","Turpinia.occidentalis","Unonopsis.pittieri","Virola.multiflora","Virola.sebifera","Virola.surinamensis","Vismia.baccifera","Vochysia.ferruginea","Xylopia.macrantha","Zanthoxylum.ekmanii","Zanthoxylum.juniperinum","Zanthoxylum.panamense","Zanthoxylum.setulosum","Zuelania.guidonia"
"21",1,0,0,0,0,0,2,0,0,14,0,3,0,0,0,0,1,6,1,4,0,1,2,0,5,1,0,0,0,1,4,0,33,6,0,1,2,0,0,0,0,0,4,0,1,0,0,6,12,0,3,0,0,0,1,4,0,0,0,3,0,1,0,0,1,1,0,1,18,0,0,0,0,0,0,0,0,1,0,0,3,5,1,10,6,25,0,7,0,4,1,0,0,15,0,0,0,0,0,1,3,1,2,1,3,0,0,0,0,15,1,1,2,0,0,0,0,0,1,38,0,7,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,27,56,1,2,0,0,18,3,1,6,3,0,0,0,9,0,0,0,0,0,4,0,0,1,4,3,0,0,0,1,0,5,3,4,0,4,3,3,0,0,0,4,7,0,0,0,0,0,0,0,1,21,33,2,0,0,6,3,13,9,0,0,18,6,3,0,0,0
"22",0,0,0,0,0,0,6,0,5,22,0,0,2,0,9,0,0,4,4,2,0,0,7,0,1,0,1,0,0,2,0,1,30,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,4,16,0,0,1,0,0,0,0,4,0,2,0,0,0,2,1,0,0,2,63,0,0,1,1,0,0,0,0,4,0,1,4,0,1,4,3,40,0,9,0,6,0,12,0,8,1,0,1,3,4,0,1,1,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,1,25,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,24,0,0,0,1,0,0,3,0,0,0,0,23,9,0,1,2,3,20,0,1,4,0,0,0,0,11,1,14,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,11,1,0,0,0,2,7,0,0,0,0,0,0,1,3,43,37,1,0,3,0,0,11,1,0,0,0,0,1,3,0,0
"23",0,0,0,0,0,1,0,0,0,4,0,1,1,0,3,0,0,20,0,1,1,0,3,1,1,0,1,0,0,0,3,0,27,1,0,2,0,0,0,0,0,0,2,2,1,0,0,1,15,2,0,1,0,0,0,1,0,1,1,0,8,0,2,3,2,0,0,3,30,1,1,0,1,0,0,0,0,2,0,0,2,2,0,4,4,39,0,2,0,4,1,5,0,6,3,4,0,1,5,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,6,29,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,34,1,0,1,5,0,2,0,0,4,1,0,3,1,6,0,0,0,1,0,2,0,0,0,0,1,0,0,3,2,0,1,2,0,0,2,3,1,0,0,3,0,10,1,0,2,0,0,1,0,0,24,48,0,0,0,2,0,9,0,1,0,0,0,0,0,0,0
"24",0,0,0,0,1,0,0,0,1,17,0,1,0,1,11,0,0,5,0,0,0,17,3,0,0,0,0,0,0,3,1,0,29,0,0,1,8,0,0,0,0,0,6,4,1,0,0,0,1,2,0,1,0,0,4,0,0,0,0,1,0,0,4,0,3,0,0,1,21,0,0,0,0,0,0,0,0,0,0,1,13,0,0,4,8,37,3,2,0,9,0,1,0,16,0,0,0,1,2,1,2,4,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,8,4,30,0,6,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,2,19,0,0,0,0,0,0,2,0,0,2,0,23,0,0,2,5,1,6,0,0,8,0,0,0,0,5,0,5,0,1,0,3,0,0,0,3,0,0,0,0,0,0,7,2,1,0,0,5,2,0,0,1,0,14,0,2,0,1,1,0,1,3,34,42,0,2,3,0,0,16,2,0,0,0,0,0,1,0,0
"25",0,0,0,0,0,0,3,0,0,24,0,1,0,0,10,0,7,12,0,4,0,10,6,0,3,0,3,0,0,2,1,2,33,1,0,1,0,0,0,0,0,0,0,1,4,0,1,2,2,0,2,0,0,0,1,8,0,0,0,3,0,0,0,0,2,1,0,7,38,0,0,0,0,1,0,0,1,3,3,0,0,1,0,6,2,22,4,20,2,3,0,3,0,30,0,2,0,0,0,0,3,0,0,0,1,0,1,1,0,4,0,1,0,1,0,3,0,2,4,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,13,0,0,0,1,0,0,1,0,0,4,0,35,2,0,1,11,0,1,8,4,8,0,0,0,2,28,0,1,0,1,0,10,0,0,0,4,0,0,12,1,2,0,3,2,1,0,0,8,3,0,0,3,3,8,0,0,0,0,0,1,2,8,28,28,0,5,0,3,0,12,2,0,0,1,4,4,0,0,0
"26",0,1,0,0,0,0,6,0,0,13,0,1,3,0,4,1,0,3,1,3,0,4,4,0,0,0,0,1,0,0,0,2,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,2,0,1,0,4,0,3,6,28,0,6,0,11,2,5,0,20,6,0,4,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,8,1,1,3,28,22,1,0,2,0,10,2,0,5,0,1,0,3,23,0,4,0,3,0,5,0,0,1,4,0,0,1,0,0,0,5,5,0,1,1,3,3,0,1,0,3,4,0,0,0,0,0,0,0,0,15,31,2,0,0,3,2,21,8,0,0,10,3,0,0,0,0
"27",0,0,0,0,3,2,3,0,7,15,0,0,0,0,2,0,0,3,1,0,0,3,3,0,1,2,1,0,0,3,0,0,38,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,17,3,0,0,1,1,3,0,0,0,0,6,0,0,0,1,0,0,1,1,69,0,1,1,0,0,0,0,0,1,4,0,4,1,0,11,7,29,0,2,0,1,0,1,0,11,4,0,0,0,4,0,1,3,0,0,1,0,2,0,0,1,1,3,0,0,0,1,0,1,1,37,2,4,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,5,0,2,9,0,0,1,0,0,0,0,2,2,0,2,31,8,0,0,2,2,15,2,1,8,2,0,0,2,21,0,12,0,3,0,14,1,0,0,0,2,1,1,0,0,0,10,4,0,1,0,8,2,0,0,0,7,9,1,1,0,0,1,0,0,2,20,27,0,2,13,0,0,18,0,0,0,10,6,1,1,0,0
"28",0,5,0,1,1,2,4,0,0,15,0,1,1,0,4,0,4,3,1,1,0,2,2,0,1,0,1,0,0,0,3,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,5,58,0,0,0,0,0,1,0,0,5,0,0,3,4,0,5,5,37,0,4,0,2,0,4,1,10,2,4,4,0,3,0,3,1,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,30,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,2,3,34,3,0,0,1,0,4,4,1,2,2,0,1,0,30,0,4,0,0,0,9,0,0,2,1,0,1,1,0,0,0,6,2,0,3,0,7,3,0,1,0,0,16,0,0,0,0,1,2,0,0,43,29,0,0,2,0,0,18,1,0,0,0,0,0,0,0,1
"29",0,0,0,0,0,1,0,0,0,19,0,0,1,0,4,0,2,0,2,0,0,11,0,1,1,0,0,1,0,0,6,0,40,0,0,4,0,0,0,0,0,1,3,0,0,0,1,2,2,0,1,0,1,0,3,1,0,0,0,2,0,0,0,2,8,1,0,3,51,0,0,0,0,0,0,0,0,2,0,2,0,5,2,2,5,30,0,10,1,2,0,1,0,0,5,3,0,0,0,0,3,0,1,0,0,0,0,0,0,3,2,2,0,0,0,1,0,1,6,34,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,1,0,0,0,0,33,1,0,0,1,1,16,0,1,6,0,1,0,3,19,1,7,1,1,0,3,0,0,0,1,0,1,0,0,1,0,8,4,0,1,1,6,1,0,0,2,0,9,0,1,0,0,0,0,0,0,49,26,0,0,2,10,0,14,1,0,0,0,2,0,0,0,0
"30",0,0,0,1,16,3,7,0,0,34,0,0,3,0,5,2,0,0,4,0,0,2,11,0,0,0,0,0,0,9,1,1,41,0,0,2,0,0,0,1,0,0,0,0,0,2,3,7,0,2,2,0,0,0,1,3,0,0,1,3,1,0,0,1,6,0,0,2,61,0,0,0,0,0,0,1,1,3,0,0,0,3,0,2,0,35,3,26,0,8,0,0,0,2,5,1,0,0,0,2,3,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,9,45,1,2,0,0,0,0,12,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,1,0,18,0,0,0,1,0,0,41,6,0,1,5,1,6,4,3,6,1,0,0,4,12,0,5,0,1,1,9,0,1,2,0,0,0,0,5,1,0,3,0,0,2,4,16,3,0,1,1,1,8,1,0,0,0,0,0,0,3,36,29,0,2,0,1,1,11,5,1,0,0,0,0,4,0,0
"31",0,0,0,0,5,0,2,0,0,11,0,0,0,0,9,0,0,5,1,2,0,2,2,0,6,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,7,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,3,28,0,0,2,0,0,3,0,0,0,0,1,0,0,0,9,8,36,1,2,0,2,0,7,0,20,5,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,0,10,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,30,7,0,0,0,0,1,0,0,2,0,0,0,33,20,0,0,3,0,0,2,0,11,0,0,0,2,26,0,9,0,0,0,3,0,0,2,10,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,1,9,6,0,0,0,0,0,0,0,1,34,27,0,1,0,5,3,17,8,0,0,22,0,1,0,0,0
"32",0,2,1,0,6,0,7,0,0,18,0,0,0,0,3,0,0,3,0,0,0,4,10,0,0,1,0,0,0,3,1,1,19,0,0,2,1,0,1,0,0,1,3,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1,2,50,0,0,0,0,1,1,1,0,3,0,0,0,2,0,15,9,19,1,6,0,4,0,6,0,8,8,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,6,1,34,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,4,5,0,0,0,0,0,0,0,1,0,2,1,25,2,0,1,2,0,3,2,2,2,0,0,0,12,15,0,19,0,0,0,3,0,0,2,0,1,0,0,0,1,1,4,4,0,0,3,4,1,0,0,0,2,4,0,1,0,0,0,0,0,3,58,40,0,3,0,6,0,13,10,0,1,5,7,0,0,0,0
"33",0,0,0,0,4,0,5,0,0,26,0,0,3,0,8,1,6,10,0,0,0,1,2,0,0,0,1,0,0,0,0,2,25,1,0,0,0,1,0,0,0,1,1,1,3,0,1,4,6,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,1,0,2,3,60,0,1,0,0,1,0,0,0,0,0,0,1,3,0,32,0,31,0,4,0,6,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,3,2,0,1,0,0,0,0,1,37,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,2,0,0,0,0,1,0,0,0,46,4,0,0,3,5,5,1,0,8,0,2,0,2,18,0,13,0,2,0,1,0,0,1,0,0,0,0,0,0,0,9,7,1,1,8,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,40,37,0,2,3,2,0,9,1,0,1,7,4,0,1,0,0
"34",0,0,2,0,3,0,5,0,1,47,0,0,2,0,3,0,3,1,6,0,1,3,7,0,0,3,10,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,2,0,1,3,0,6,0,0,0,1,0,0,3,2,0,0,1,0,0,0,0,4,0,2,4,45,0,1,0,0,0,0,1,0,3,1,0,1,5,1,16,1,34,6,17,0,1,0,3,0,6,4,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,3,28,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,1,1,0,1,0,3,2,2,0,22,3,0,0,2,0,18,8,3,12,0,1,0,1,16,0,11,0,1,0,3,0,0,1,2,0,1,0,0,1,0,14,0,0,0,0,8,0,1,0,0,0,2,1,0,2,0,0,0,0,2,28,41,0,0,0,0,0,5,1,1,0,2,0,0,3,0,0
"35",0,0,1,0,7,0,8,0,0,101,0,0,0,0,3,1,1,5,1,1,0,1,3,0,3,0,2,0,0,4,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,30,0,0,0,1,1,0,0,0,0,0,0,3,0,0,8,0,32,5,263,0,6,0,2,0,1,0,8,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,3,1,0,0,1,0,1,2,36,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,3,1,1,1,29,0,0,0,7,0,7,0,0,2,3,0,0,1,18,0,5,0,2,0,0,0,0,0,0,1,0,0,0,1,0,3,2,1,1,0,3,1,0,0,2,0,2,1,0,0,0,0,0,0,1,40,27,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0
"36",0,0,0,0,4,1,3,1,0,9,0,0,0,0,3,0,1,2,0,0,1,1,1,0,0,2,6,0,0,3,1,0,35,0,0,3,0,0,0,0,0,0,2,0,1,0,0,6,6,0,0,0,0,0,2,0,2,0,1,41,0,1,1,1,1,1,0,0,29,0,0,0,0,0,1,0,0,0,0,1,2,5,0,11,9,26,1,0,2,1,5,2,0,17,6,0,1,0,3,0,2,0,0,0,0,0,2,0,2,3,0,6,0,0,1,0,0,0,2,31,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,27,0,0,0,1,0,0,0,4,0,1,0,38,24,0,0,2,2,1,4,0,9,0,0,1,0,10,0,0,0,0,0,5,0,0,4,0,1,0,1,1,5,0,0,3,0,0,1,2,0,1,0,0,0,4,0,0,0,1,3,0,0,0,37,25,0,0,5,8,1,17,4,0,0,30,3,1,0,0,0
"37",0,0,0,0,1,0,4,1,1,17,0,0,0,0,6,0,1,1,0,0,1,1,6,2,2,0,2,0,1,1,0,0,59,0,0,2,0,0,0,0,0,0,2,0,0,0,7,1,18,0,0,0,2,0,0,0,1,0,0,12,0,0,3,2,1,0,0,4,67,0,0,1,0,0,2,0,0,1,0,0,0,0,1,18,5,30,0,0,1,1,0,9,0,4,2,2,2,0,2,0,1,0,0,1,0,0,1,0,0,4,1,0,2,0,0,0,0,0,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,4,0,1,0,24,7,0,0,3,0,1,7,0,4,0,0,0,1,11,0,4,0,1,0,5,0,2,2,0,0,0,0,0,2,0,6,2,0,0,2,0,0,0,0,0,0,11,0,1,0,0,2,0,0,4,31,37,0,0,6,5,4,14,5,2,0,2,8,0,2,0,0
"38",0,0,0,0,7,0,2,0,2,22,0,0,0,2,1,0,4,1,0,0,0,10,5,0,0,0,3,0,1,0,1,0,34,0,0,1,0,0,0,0,0,1,1,0,0,0,2,3,10,0,1,0,0,0,0,2,0,3,0,9,0,2,0,0,2,0,0,9,84,2,0,0,0,0,0,0,0,2,0,0,7,3,0,10,4,21,3,14,0,4,0,18,0,7,1,1,0,0,1,1,5,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,33,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0,0,2,0,1,0,25,0,0,0,5,0,6,1,0,10,0,0,0,1,16,1,11,0,0,0,1,0,0,1,4,0,0,0,1,0,0,8,4,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,58,41,0,0,0,2,0,13,0,0,0,0,1,0,1,0,0
"39",0,2,0,0,11,0,4,1,1,38,0,0,0,0,1,0,3,1,1,0,0,7,3,0,1,0,0,0,0,1,0,1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,8,0,2,5,39,2,0,0,0,0,0,0,0,3,0,0,3,1,0,6,1,32,3,16,0,2,0,19,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,34,0,2,0,0,0,1,2,0,0,0,0,0,0,5,0,0,2,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,25,3,1,0,3,1,7,3,0,11,0,0,0,2,21,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,2,3,3,0,0,0,1,1,0,0,0,0,0,5,0,0,91,32,1,0,1,0,0,9,1,0,0,0,1,2,0,0,0
"40",0,0,1,0,5,0,5,0,0,80,0,0,0,0,8,1,3,6,0,0,0,6,3,0,0,1,4,0,0,2,0,0,36,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,38,0,0,0,0,0,0,0,1,8,0,0,5,1,0,10,4,34,1,63,3,2,0,3,0,7,2,2,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27,3,0,0,8,0,2,0,0,5,0,0,1,0,8,1,5,0,0,0,5,0,3,0,0,0,0,0,1,2,0,0,3,0,0,1,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,97,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"41",0,0,0,0,0,2,18,0,0,10,0,0,3,0,2,1,0,6,0,1,0,8,4,0,0,1,0,0,0,0,2,1,42,0,0,2,2,0,0,0,0,1,4,0,0,1,1,10,12,0,8,0,4,0,2,0,0,0,0,20,0,0,0,0,2,1,0,7,17,0,0,0,1,0,0,0,0,0,0,2,3,0,0,19,11,34,2,9,1,3,0,6,0,27,4,0,1,0,1,0,4,2,0,0,3,0,1,2,0,4,1,1,0,0,0,2,2,0,1,28,0,5,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,0,3,12,1,0,0,0,0,0,3,6,0,0,0,44,8,0,0,1,0,0,0,1,7,0,0,0,2,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,2,0,1,0,1,0,0,0,0,7,0,2,0,1,0,0,0,0,17,20,0,0,2,1,1,7,4,0,0,9,4,0,0,1,0
"42",0,0,0,0,0,0,0,0,0,14,0,1,1,1,8,2,2,18,0,4,0,9,4,0,0,0,4,0,0,1,1,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,0,6,0,0,0,0,0,0,0,0,12,0,0,3,0,3,0,0,9,22,0,0,0,0,0,2,2,0,0,0,0,3,2,1,8,7,25,4,6,2,6,0,5,0,16,3,0,2,0,0,1,3,2,0,0,0,0,4,1,0,4,4,2,0,0,0,0,0,0,1,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,18,0,0,1,0,0,0,0,1,0,3,0,24,36,0,0,1,0,2,2,1,19,0,0,0,4,20,0,1,0,1,0,5,0,0,5,3,0,0,0,0,1,0,2,2,1,0,2,1,1,1,0,0,0,6,0,0,1,0,0,1,0,0,16,25,0,1,0,5,1,9,4,0,0,14,3,0,0,0,1
"43",1,0,0,1,0,0,3,0,0,5,0,0,2,0,1,0,1,0,0,0,0,10,2,1,0,0,0,0,0,0,5,4,36,0,0,0,1,0,0,0,0,0,0,3,0,0,1,3,17,0,0,0,0,0,0,1,0,0,2,22,1,0,3,0,1,0,1,8,15,0,0,0,0,0,2,0,0,3,0,0,0,1,0,17,3,26,2,2,0,2,0,12,0,21,1,0,5,0,0,0,0,8,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,2,33,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,38,40,0,0,3,0,1,0,1,1,1,0,1,2,20,0,2,1,0,1,0,0,2,3,10,0,0,0,0,3,0,8,0,0,2,0,0,2,0,0,0,0,4,0,2,0,0,0,1,0,0,37,29,2,1,0,3,0,15,8,0,0,1,3,0,0,0,0
"44",0,0,0,0,5,0,6,1,0,17,0,0,1,0,9,0,3,5,1,0,0,24,1,0,1,0,2,0,0,3,0,0,29,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,29,0,0,0,0,0,0,0,1,0,1,6,1,0,9,1,4,0,0,2,12,0,0,0,0,0,0,1,0,2,0,0,0,1,0,9,14,39,3,13,0,3,0,2,0,23,3,0,0,0,1,0,1,1,0,5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,43,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,8,14,0,2,0,0,0,0,0,1,0,1,1,26,58,0,0,1,0,0,5,0,5,0,0,0,2,24,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,3,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,19,36,1,0,0,4,0,9,0,1,0,0,2,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,42,2,0,5,0,0,0,0,0,3,0,31,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,1,3,0,0,1,9,0,0,1,0,0,0,1,3,8,0,1,0,0,0,0,0,0,0,0,5,6,9,1,7,0,37,0,5,3,0,0,18,0,33,7,0,1,0,0,0,5,2,0,2,0,0,0,0,0,2,1,1,0,0,0,0,1,0,4,30,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,14,3,0,0,1,0,0,0,0,2,0,2,2,26,73,2,0,0,1,0,2,4,8,0,0,0,2,30,0,3,1,0,0,0,0,0,7,9,1,3,0,0,0,1,0,0,1,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,30,47,5,1,0,3,0,15,6,0,1,0,1,1,0,0,0
"46",0,0,2,0,0,0,0,0,0,32,2,0,0,2,0,4,2,11,3,0,0,0,4,0,1,0,3,0,1,1,1,0,30,0,0,3,0,0,1,0,0,1,1,1,0,0,5,9,23,1,0,0,1,0,2,0,0,2,0,31,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0,0,0,10,0,2,3,4,0,2,1,37,1,11,0,0,0,9,4,23,3,0,0,3,0,1,1,2,0,0,0,0,1,0,0,12,0,3,0,1,0,0,0,10,0,32,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,0,1,0,0,0,27,0,0,0,0,2,1,1,1,0,1,0,23,0,0,0,6,7,4,0,0,15,1,1,0,3,2,2,2,1,2,0,4,0,0,3,0,0,0,0,0,2,3,0,0,0,0,5,2,1,0,0,0,0,26,1,0,0,0,8,0,0,0,12,32,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0
